인천공항 일별 시간대별 여객(2016~2019),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,국내/국제,도착/출발,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2016년 10월 16일,국내,출발,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,171,133,118,362,0,0,0
2016년 10월 16일,국제,도착,0,142,171,237,"3,289","4,387","5,487","4,209","3,365","2,719","2,257","5,139","4,132","4,317","5,336","5,476","7,953","8,610","5,401","3,768","5,410","5,085","1,632",509
2016년 10월 16일,국제,출발,798,679,0,0,159,0,127,"1,694","5,245","7,924","7,393","5,791","3,476","4,592","6,071","5,493","4,989","4,112","3,675","6,194","5,998","4,914","4,459","1,676"
2016년 10월 17일,국내,도착,0,0,0,0,0,0,0,109,241,0,0,188,0,0,74,0,0,172,0,0,0,0,0,0
2016년 10월 17일,국내,출발,0,0,0,0,0,0,0,0,28,129,0,0,0,0,0,0,0,167,121,82,197,0,0,0
2016년 10월 17일,국제,도착,392,0,157,215,"3,658","4,647","4,412","3,831","3,965","3,750","1,952","4,422","4,114","4,208","3,396","6,212","8,105","7,362","5,290","4,525","3,479","2,796","1,520",173
2016년 10월 17일,국제,출발,934,"1,258",0,0,233,0,0,"2,046","4,473","8,251","7,126","5,794","4,154","5,070","5,407","4,584","3,167","3,580","4,249","5,773","6,391","4,741","2,789","1,391"
2016년 10월 18일,국내,도착,0,0,0,0,0,0,0,277,0,0,0,180,0,0,63,0,0,136,42,0,0,86,0,0
2016년 10월 18일,국내,출발,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,159,114,258,0,0,0,0
2016년 10월 18일,국제,도착,377,0,0,136,"4,029","4,264","3,918","3,183","4,114","1,471","1,834","4,768","3,366","4,010","4,233","4,278","7,284","6,810","4,203","4,167","3,500","3,261","1,307",150
2016년 10월 18일,국제,출발,475,569,0,0,156,0,139,"1,513","4,633","8,211","5,565","3,818","3,472","3,903","5,837","4,928","2,973","2,706","3,468","5,374","6,059","3,846","1,854","1,332"
2016년 10월 19일,국내,도착,0,0,0,0,0,0,0,150,111,0,0,185,0,0,66,0,0,182,0,0,0,0,54,0
2016년 10월 19일,국내,출발,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,186,0,119,233,0,0,0
2016년 10월 19일,국제,도착,291,0,146,240,"3,172","4,779","4,962","3,400","3,279","1,974","1,729","4,565","3,330","3,312","4,686","4,971","6,980","6,228","4,247","4,032","3,925","2,807","1,345",472
2016년 10월 19일,국제,출발,541,470,69,0,145,0,102,"1,515","5,418","7,401","6,968","3,949","3,661","4,780","5,231","4,433","3,968","3,333","3,230","5,410","5,857","5,845","3,409","1,809"
2016년 10월 20일,국내,도착,0,0,0,0,0,0,0,302,0,0,0,185,0,0,0,0,0,189,0,0,0,0,163,363
2016년 10월 20일,국내,출발,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,186,102,253,164,0,0,0
2016년 10월 20일,국제,도착,151,0,170,0,"2,344","4,509","5,561","4,003","2,925","2,018","2,640","4,685","3,809","3,641","5,174","3,925","8,101","7,514","4,864","4,138","3,749","2,907","1,646",327
2016년 10월 20일,국제,출발,976,564,0,0,165,0,0,"1,260","5,690","7,364","8,588","4,451","2,866","5,128","5,545","4,994","2,533","2,991","3,048","6,270","5,026","4,863","3,811","1,648"
2016년 10월 21일,국내,도착,0,0,0,0,0,0,0,111,193,0,0,0,187,0,86,0,0,136,60,0,0,0,0,391
2016년 10월 21일,국내,출발,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,176,124,141,158,0,0,0
2016년 10월 21일,국제,도착,663,0,170,253,"1,469","5,399","4,379","3,955","4,514","3,066","2,012","4,402","4,552","3,848","4,198","7,149","7,174","7,215","4,351","3,628","4,571","2,882",836,839
2016년 10월 21일,국제,출발,"1,571",947,0,0,0,147,0,"1,519","5,436","6,809","6,656","5,118","4,404","4,367","4,664","5,170","3,555","4,059","3,655","6,526","6,263","5,263","3,434","1,945"
2016년 10월 22일,국내,도착,0,0,0,0,0,0,0,124,186,0,0,0,183,0,120,0,0,102,92,0,0,0,152,435
2016년 10월 22일,국내,출발,0,0,0,0,0,0,0,0,29,122,0,0,0,0,0,0,0,188,0,281,267,0,0,0
2016년 10월 22일,국제,도착,0,729,614,348,"3,050","4,955","4,561","4,637","4,012","3,613","2,186","4,976","4,664","4,511","4,178","5,438","7,802","7,693","5,722","4,565","4,301","2,397","1,929",753
2016년 10월 22일,국제,출발,889,966,239,441,146,287,118,966,"5,094","7,817","7,734","4,604","3,967","4,710","5,851","4,915","3,734","3,388","4,050","6,297","6,768","4,847","3,259","1,354"
2016년 10월 23일,국내,도착,149,0,0,0,0,0,0,229,98,0,0,0,184,0,0,0,0,126,122,0,0,0,277,0
2016년 10월 23일,국내,출발,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,179,124,119,331,0,0,0
2016년 10월 23일,국제,도착,117,137,163,576,"2,538","6,437","5,735","3,112","4,366","2,320","2,407","5,042","4,545","4,058","4,831","6,503","8,666","7,480","6,017","3,884","4,772","4,827","2,216",182
2016년 10월 23일,국제,출발,"1,261",678,0,134,0,443,155,"1,641","5,346","7,640","6,731","5,410","3,826","4,840","5,804","5,384","4,216","5,141","3,465","5,217","6,791","5,611","4,739","1,705"
2016년 10월 24일,국내,도착,0,0,0,0,0,0,0,0,349,0,0,0,186,0,92,0,0,65,135,0,0,0,0,0
2016년 10월 24일,국내,출발,0,0,0,0,0,0,0,0,39,134,0,0,0,0,0,0,0,147,0,180,164,0,0,0
2016년 10월 24일,국제,도착,368,179,195,501,"2,246","5,387","4,426","4,853","3,670","2,404","2,518","4,097","3,490","4,541","4,196","5,116","7,270","7,894","4,728","3,791","4,695","2,992","1,240",246
2016년 10월 24일,국제,출발,"1,351",617,0,0,62,152,0,"1,880","5,353","7,676","7,253","4,839","4,050","4,085","4,834","4,907","4,493","2,725","4,156","6,548","5,811","5,452","3,278","1,185"
2016년 10월 25일,국내,도착,0,0,0,0,0,0,0,0,239,0,0,0,174,0,41,0,0,152,0,0,0,0,72,0
2016년 10월 25일,국내,출발,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,115,0,194,203,0,0,0
2016년 10월 25일,국제,도착,275,438,123,0,"2,420","5,942","4,257","3,519","2,754","2,654","1,589","4,011","3,279","4,655","3,386","4,116","6,662","7,082","5,149","3,548","3,668","3,220","1,242",318
2016년 10월 25일,국제,출발,934,520,0,0,142,0,0,"1,633","4,122","6,062","7,527","4,353","3,490","4,187","5,213","5,326","2,793","2,762","3,695","6,082","5,896","4,265","2,395","1,678"
2016년 10월 26일,국내,도착,0,0,0,0,0,0,0,138,62,0,0,158,0,0,48,0,0,159,0,0,0,0,133,0
2016년 10월 26일,국내,출발,0,0,0,0,0,0,0,0,25,101,0,0,0,0,0,0,0,140,0,135,174,0,0,0
2016년 10월 26일,국제,도착,123,0,122,512,"2,716","5,451","4,364","3,585","2,428","3,157","1,852","4,353","2,992","4,284","3,009","4,823","6,700","7,113","4,353","3,648","3,246","3,493","1,152",457
2016년 10월 26일,국제,출발,555,458,0,0,407,0,260,"1,467","4,973","7,903","6,724","4,409","2,776","4,255","5,857","4,498","2,746","3,240","3,680","5,614","6,329","5,408","2,799","2,307"
2016년 10월 27일,국내,도착,0,0,0,0,0,0,0,202,0,0,0,0,174,0,0,0,0,130,48,0,0,0,112,0
2016년 10월 27일,국내,출발,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,107,81,167,195,0,0,0
2016년 10월 27일,국제,도착,126,0,170,263,"2,336","4,945","5,350","2,618","3,409","2,137","1,723","4,209","3,578","4,284","3,240","5,099","5,851","7,368","4,748","3,692","3,497","3,070","2,617",358
2016년 10월 27일,국제,출발,"1,201",248,0,0,455,0,0,"1,490","5,421","7,347","7,124","4,334","3,703","4,146","4,611","4,654","3,715","2,910","4,058","5,556","6,315","5,456","2,747","1,809"
2016년 10월 28일,국내,도착,0,0,0,0,0,0,0,0,230,0,0,165,0,0,103,0,0,143,41,0,0,0,0,0
2016년 10월 28일,국내,출발,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,173,110,120,129,0,0,0
2016년 10월 28일,국제,도착,181,0,174,249,"3,094","5,648","5,015","3,031","3,401","2,611","2,010","4,543","5,573","3,838","4,504","5,208","7,322","7,257","6,453","3,383","4,744","2,861","2,077",712
2016년 10월 28일,국제,출발,879,648,0,0,164,0,111,"1,341","5,335","8,450","8,026","4,434","3,570","4,535","5,166","5,522","4,234","2,608","4,144","6,996","7,145","4,854","2,736","2,058"
2016년 10월 29일,국내,도착,0,0,0,0,0,0,0,99,133,0,0,169,0,0,69,0,0,196,0,0,0,0,130,0
2016년 10월 29일,국내,출발,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,228,0,174,131,0,0,0
2016년 10월 29일,국제,도착,237,0,171,473,"2,746","4,766","4,956","3,944","3,439","2,483","3,318","4,059","4,230","4,417","3,807","6,962","6,372","7,987","5,187","2,951","4,876","2,971","1,843",302
2016년 10월 29일,국제,출발,446,639,0,0,174,0,123,"1,299","5,215","7,385","8,305","4,580","3,458","4,581","3,944","4,500","3,693","3,701","4,078","5,322","6,613","4,556","3,295","2,067"
2016년 10월 30일,국내,도착,0,0,0,0,0,0,0,68,208,0,0,0,180,0,0,0,0,264,0,0,0,0,0,0
2016년 10월 30일,국내,출발,0,0,0,0,0,0,0,0,176,0,0,0,0,0,28,0,0,171,0,195,142,0,0,0
2016년 10월 30일,국제,도착,139,0,171,547,"2,386","5,057","4,915","3,938","3,971","2,460","2,282","4,619","3,478","4,097","4,802","5,587","8,202","7,087","5,283","5,053","5,085","4,695","1,830",693
2016년 10월 30일,국제,출발,"1,144",671,0,0,164,0,128,"1,392","4,954","5,846","7,877","5,302","3,658","4,099","4,656","5,301","3,587","4,368","3,923","7,231","5,421","5,276","2,990","3,143"
2016년 10월 31일,국내,도착,0,0,0,0,0,0,0,89,240,0,0,0,184,0,0,0,0,226,0,0,0,0,0,0
2016년 10월 31일,국내,출발,0,0,0,0,0,0,0,0,44,121,0,0,0,0,22,0,0,137,0,147,186,0,0,0
2016년 10월 31일,국제,도착,167,0,0,159,"2,282","4,693","5,549","3,640","2,604","2,607","1,469","4,404","3,614","2,971","3,714","5,365","7,687","8,139","4,077","4,280","2,870","3,797",783,325
2016년 10월 31일,국제,출발,"1,145",0,0,0,92,0,146,"1,428","4,821","7,613","5,684","4,814","3,280","4,842","3,699","4,686","3,167","3,846","3,098","5,698","6,139","5,290","2,815","1,207"
2016년 11월 01일,국내,도착,0,0,0,0,0,0,0,62,262,0,0,183,0,0,0,0,0,125,0,0,0,0,0,0
2016년 11월 01일,국내,출발,0,0,0,0,0,0,0,0,170,0,0,0,0,0,21,0,0,109,0,109,181,0,0,0
2016년 11월 01일,국제,도착,120,0,171,447,"2,137","4,714","4,563","2,469","2,409","3,193","1,377","3,028","3,928","2,790","2,426","4,979","7,277","5,922","4,220","3,833","2,927","3,034",799,292
2016년 11월 01일,국제,출발,"1,198",0,0,0,143,0,158,924,"4,240","7,288","6,039","5,053","3,404","4,501","4,668","4,763","2,459","3,679","3,805","4,690","5,595","4,511","2,475","1,439"
2016년 11월 02일,국내,도착,0,0,0,0,0,0,0,118,156,0,0,168,0,0,0,0,0,116,30,0,0,0,0,0
2016년 11월 02일,국내,출발,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,36,0,117,0,119,173,0,0,0
2016년 11월 02일,국제,도착,85,147,0,395,"1,783","4,737","4,847","2,570","2,630","1,584","1,251","4,107","3,683","2,807","2,977","5,445","6,903","5,990","3,816","3,686","3,249","3,361",818,348
2016년 11월 02일,국제,출발,659,263,135,0,0,0,114,"1,262","5,277","7,315","5,856","4,605","3,172","4,336","4,688","4,546","3,743","3,817","3,513","5,052","5,970","5,142","3,498","2,602"
2016년 11월 03일,국내,도착,0,0,0,0,0,0,0,199,43,0,0,167,0,0,0,0,0,192,0,0,0,0,0,0
2016년 11월 03일,국내,출발,0,0,0,0,0,0,0,0,118,0,0,0,0,0,21,0,0,111,0,326,0,0,0,0
2016년 11월 03일,국제,도착,78,151,0,449,"1,784","3,539","5,422","2,176","2,324","2,849","1,816","3,974","3,103","2,798","3,291","7,226","6,887","5,109","4,552","3,834","2,909","2,853","1,184",123
2016년 11월 03일,국제,출발,"1,112",0,158,0,0,0,144,938,"5,612","7,727","6,407","5,046","4,062","4,304","4,224","4,869","2,472","4,507","4,066","6,623","6,148","4,721","2,540","1,515"
2016년 11월 04일,국내,도착,0,0,0,0,0,0,0,130,105,64,0,0,185,0,0,0,0,184,0,0,0,0,0,0
2016년 11월 04일,국내,출발,0,0,0,0,0,0,0,0,148,0,0,0,0,0,27,0,0,0,166,225,186,0,0,0
2016년 11월 04일,국제,도착,195,174,0,765,"2,718","4,257","5,116","2,455","2,374","2,520","1,644","4,278","4,122","2,987","3,049","5,394","7,789","7,602","5,041","3,935","2,885","3,409",793,487
2016년 11월 04일,국제,출발,849,253,166,0,0,0,106,"1,338","5,174","8,608","6,264","5,433","3,398","4,925","5,496","4,498","3,613","4,084","3,382","7,159","4,824","5,005","3,896","1,612"
2016년 11월 05일,국내,도착,0,0,0,0,0,0,0,0,259,66,0,186,0,0,0,0,0,169,0,0,0,0,0,0
2016년 11월 05일,국내,출발,0,0,0,0,0,0,0,0,186,0,0,0,0,0,48,0,0,0,177,138,241,0,0,0
2016년 11월 05일,국제,도착,172,231,172,295,"2,624","4,544","5,157","3,710","2,576","3,667","1,471","3,412","3,703","2,888","3,759","7,026","6,242","5,146","5,287","3,998","4,456","3,711","1,093",461
2016년 11월 05일,국제,출발,"1,346",265,0,173,0,0,136,633,"5,138","6,719","6,980","5,352","3,784","4,758","5,393","4,773","2,931","4,320","3,074","6,033","5,508","4,616","4,429","1,731"
2016년 11월 06일,국내,도착,0,0,0,0,0,0,0,98,119,52,0,181,0,0,0,0,0,255,0,0,0,0,0,147
2016년 11월 06일,국내,출발,0,0,0,0,0,0,0,0,191,0,0,0,0,0,58,0,0,0,190,401,0,0,0,0
2016년 11월 06일,국제,도착,130,130,166,559,"2,635","4,706","5,270","4,386","3,125","3,166","2,409","4,744","4,142","3,652","4,081","5,844","8,877","8,036","4,808","4,562","4,584","4,319","2,608",959
2016년 11월 06일,국제,출발,"1,731",415,0,162,0,0,129,"1,186","4,253","8,534","6,344","5,025","3,997","4,637","5,064","4,856","3,329","4,039","4,539","6,458","5,591","4,720","4,385","2,532"
2016년 11월 07일,국내,도착,0,0,0,0,0,0,0,115,190,91,0,186,0,0,0,0,0,179,61,0,0,0,0,0
2016년 11월 07일,국내,출발,0,0,0,0,0,0,0,0,149,0,0,0,0,0,11,0,0,118,0,270,0,0,0,0
2016년 11월 07일,국제,도착,583,279,172,393,"2,200","3,864","6,122","3,836","2,890","3,026","1,668","4,769","3,894","2,287","3,916","6,253","7,354","7,494","5,411","3,973","3,105","2,367","1,360",335
2016년 11월 07일,국제,출발,"1,144",278,0,0,429,0,161,972,"5,282","7,538","5,639","5,709","3,560","5,256","4,212","3,792","2,581","4,370","3,487","6,870","5,592","4,694","3,101","1,376"
2016년 11월 08일,국내,도착,0,0,0,0,0,0,0,314,73,0,0,175,0,0,0,0,0,140,0,0,0,0,0,0
2016년 11월 08일,국내,출발,0,0,0,0,0,0,0,0,27,133,0,0,0,0,28,0,0,96,0,109,176,0,0,0
2016년 11월 08일,국제,도착,185,0,165,213,"2,001","4,325","6,208","3,082","2,858","2,300","1,551","3,935","2,900","3,532","2,306","5,325","5,749","6,705","4,659","4,348","3,074","2,008","1,366",189
2016년 11월 08일,국제,출발,338,443,0,0,157,0,175,898,"4,982","7,111","5,827","5,076","3,343","4,164","3,848","4,283","2,640","2,664","3,292","5,934","5,427","4,505","2,315","1,288"
2016년 11월 09일,국내,도착,0,0,0,0,0,0,0,225,47,55,0,162,0,0,0,0,129,46,0,0,0,0,0,0
2016년 11월 09일,국내,출발,0,0,0,0,0,0,0,0,162,0,0,0,0,0,19,0,0,115,0,94,158,0,0,0
2016년 11월 09일,국제,도착,158,139,0,0,"1,968","3,879","6,618","2,932","2,413","2,068","1,132","3,689","3,428","2,812","2,641","6,082","6,162","6,011","4,496","3,680","2,109","3,069","1,125",290
2016년 11월 09일,국제,출발,"1,027",248,159,0,0,0,105,"1,281","4,879","8,085","5,003","4,868","3,595","3,769","4,898","3,384","3,547","3,535","3,859","6,539","5,887","5,321","3,072","1,032"
2016년 11월 10일,국내,도착,0,0,0,0,0,0,0,304,0,48,0,168,0,0,0,0,107,92,0,0,0,0,0,0
2016년 11월 10일,국내,출발,0,0,0,0,0,0,0,0,137,0,0,0,0,0,28,0,0,141,0,69,184,0,0,0
2016년 11월 10일,국제,도착,88,145,0,390,"2,342","4,575","5,679","1,793","2,756","2,278","1,505","4,316","3,720","2,895","3,601","5,653","7,239","6,131","4,242","3,571","3,258","2,957","1,040",330
2016년 11월 10일,국제,출발,"1,632",0,165,0,0,0,134,940,"5,278","8,186","6,244","4,974","3,824","4,355","4,692","4,805","2,771","2,942","3,768","6,227","6,074","4,569","2,625","1,246"
2016년 11월 11일,국내,도착,0,0,0,0,0,0,0,235,88,0,0,183,0,0,0,0,0,211,0,0,0,0,0,0
2016년 11월 11일,국내,출발,0,0,0,0,0,0,0,0,46,132,0,0,0,0,40,0,0,0,151,316,76,0,0,0
2016년 11월 11일,국제,도착,160,159,0,225,"1,536","6,438","5,540","2,226","3,602","2,351","1,556","4,245","3,871","4,213","2,886","6,156","7,950","7,489","4,267","4,958","3,580","3,377","1,477",333
2016년 11월 11일,국제,출발,765,860,169,0,0,0,161,"1,415","5,692","8,286","6,554","5,254","4,149","4,078","5,000","5,871","3,191","4,372","3,572","7,171","5,847","5,329","3,104",933
2016년 11월 12일,국내,도착,0,0,0,0,0,0,0,67,237,68,0,172,0,0,0,0,86,66,0,0,0,0,0,186
2016년 11월 12일,국내,출발,0,0,0,0,0,0,0,0,250,0,0,0,0,0,33,0,0,180,0,133,184,0,0,0
2016년 11월 12일,국제,도착,238,176,0,0,"2,295","5,356","6,457","3,290","3,117","3,181","1,919","3,727","4,226","3,579","4,133","5,830","7,350","7,998","5,429","4,740","3,139","2,141","1,755",363
2016년 11월 12일,국제,출발,"1,155",671,173,0,0,0,141,780,"4,828","7,383","6,592","5,683","3,719","5,692","4,626","4,887","4,542","3,236","2,750","6,829","6,499","5,210","2,465","1,549"
2016년 11월 13일,국내,도착,0,0,0,0,0,0,0,0,210,46,0,190,0,0,0,0,0,284,0,0,0,0,0,191
2016년 11월 13일,국내,출발,0,0,0,0,0,0,0,0,179,0,0,0,0,0,81,0,0,181,0,279,133,0,0,0
2016년 11월 13일,국제,도착,114,0,170,0,"2,680","4,608","7,529","3,482","3,113","3,336","1,677","4,210","5,008","3,576","3,427","7,033","8,246","8,781","4,679","5,033","5,549","4,197","1,534",715
2016년 11월 13일,국제,출발,"1,588",267,0,171,0,0,175,660,"5,056","6,969","5,974","5,692","4,034","5,268","5,202","4,372","4,236","4,260","4,431","7,226","5,838","5,579","3,840","1,277"
2016년 11월 14일,국내,도착,0,0,0,0,0,0,0,48,204,80,0,0,185,0,0,0,0,237,0,0,0,0,0,0
2016년 11월 14일,국내,출발,0,0,0,0,0,0,0,0,161,0,0,0,0,0,24,0,0,149,0,63,253,0,0,0
2016년 11월 14일,국제,도착,0,205,177,105,"2,072","4,676","6,900","3,945","2,669","2,516","1,544","4,317","3,074","3,459","3,684","7,498","6,945","6,799","3,893","4,030","3,553","3,579","1,517",318
2016년 11월 14일,국제,출발,"1,579",248,0,0,179,0,174,"1,158","4,565","7,768","6,541","5,964","3,997","4,770","4,076","4,978","3,199","3,620","4,102","5,826","5,528","4,879","3,463","1,812"
2016년 11월 15일,국내,도착,0,0,0,0,0,0,0,246,47,0,0,183,0,0,0,0,0,168,0,0,0,0,0,0
2016년 11월 15일,국내,출발,0,0,0,0,0,0,0,0,129,0,0,0,0,0,30,0,0,96,0,261,0,0,0,0
2016년 11월 15일,국제,도착,311,0,156,220,"2,219","4,890","5,553","2,407","3,052","2,682","1,550","3,487","2,830","3,465","2,799","4,665","6,698","7,255","4,414","3,992","3,216","2,591",700,404
2016년 11월 15일,국제,출발,686,263,0,0,176,0,0,"1,294","4,731","7,147","5,587","5,064","4,588","4,233","3,947","4,397","3,096","1,816","4,027","6,304","5,267","4,319","3,187","1,132"
2016년 11월 16일,국내,도착,0,0,0,0,0,0,0,147,150,65,0,163,0,0,0,0,125,39,0,0,0,0,0,0
2016년 11월 16일,국내,출발,0,0,0,0,0,0,0,0,146,0,0,0,0,0,18,0,0,161,0,216,184,0,0,0
2016년 11월 16일,국제,도착,0,236,0,0,"2,455","4,041","5,508","3,967","2,538","1,819","1,597","4,372","3,343","2,995","3,224","6,286","6,081","6,814","3,718","4,068","2,174","2,909",948,351
2016년 11월 16일,국제,출발,537,302,168,0,0,0,170,923,"5,460","8,424","5,307","5,849","3,575","4,795","4,827","4,691","3,101","3,077","4,628","6,763","6,921","4,957","2,766","1,222"
2016년 11월 17일,국내,도착,0,0,0,0,0,0,0,226,39,0,0,166,0,0,0,0,141,40,0,0,0,0,0,0
2016년 11월 17일,국내,출발,0,0,0,0,0,0,0,0,128,0,0,0,0,0,52,0,0,138,0,110,205,0,0,0
2016년 11월 17일,국제,도착,115,145,0,161,"2,281","4,437","4,639","3,787","2,663","2,591","1,473","4,067","3,628",816,"5,241","6,249","5,016","5,879","5,087","4,248","3,130","2,528","1,399",144
2016년 11월 17일,국제,출발,"1,134",486,170,0,0,0,170,"1,198","5,422","8,717","6,092","5,641","4,056","2,097","5,132","4,882","4,407","2,927","3,680","6,634","6,151","4,754","3,488","1,590"
2016년 11월 18일,국내,도착,0,0,0,0,0,0,0,238,0,85,0,0,188,0,0,0,0,184,64,0,0,0,0,43
2016년 11월 18일,국내,출발,0,0,0,0,0,0,0,0,161,0,0,0,0,0,31,0,0,103,0,354,0,0,0,0
2016년 11월 18일,국제,도착,378,158,0,173,"2,841","4,477","5,903","3,918","2,670","2,340","1,683","3,707","4,243","3,492","3,275","5,882","6,589","7,577","7,499","4,017","4,083","2,665","1,339",507
2016년 11월 18일,국제,출발,"1,277",0,171,230,0,0,167,"1,207","4,877","8,834","6,650","6,106","3,748","5,294","4,925","4,365","4,083","3,106","3,435","6,941","6,743","4,850","4,754","1,547"
2016년 11월 19일,국내,도착,0,0,0,0,0,0,0,255,79,0,0,186,0,0,0,0,0,200,0,0,0,0,0,159
2016년 11월 19일,국내,출발,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,50,0,0,182,309,110,0,0,0
2016년 11월 19일,국제,도착,229,172,0,0,"1,556","5,145","5,374","4,807","3,208","2,571","2,783","3,688","4,067","3,784","4,225","6,894","8,048","6,966","5,531","4,805","3,922","2,005","1,985",663
2016년 11월 19일,국제,출발,"1,758",219,0,172,0,0,177,"1,198","4,571","6,811","7,370","5,618","3,593","5,182","4,695","5,229","4,245","3,106","5,091","5,289","7,112","5,392","2,521","1,380"
2016년 11월 20일,국내,도착,0,0,0,0,0,0,0,75,192,71,0,0,184,0,0,0,0,317,0,0,0,0,0,0
2016년 11월 20일,국내,출발,0,0,0,0,0,0,0,0,145,0,0,0,0,0,71,0,0,183,0,228,189,0,0,0
2016년 11월 20일,국제,도착,285,166,0,186,"2,397","4,700","6,194","4,414","4,179","2,967","2,260","5,060","4,381","3,862","4,222","7,444","8,595","7,412","5,689","4,675","4,415","4,758","1,781",765
2016년 11월 20일,국제,출발,"1,661",0,162,0,0,0,163,"1,132","5,287","7,766","6,238","5,689","3,272","5,712","4,897","5,005","4,148","4,337","3,931","7,552","6,869","5,272","3,955","1,727"
